WELL,DESCRIPTION,Date
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-18
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-19
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-20
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-21
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-22
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-23
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-24
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-25
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-26
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-27
W-A-07,Unable to equalize storm choke suspected due to wing valve passing,2019-04-28
W-A-07,Well Quit. Gas lift Optimization,2019-06-15
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-01
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-02
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-03
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-04
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-05
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-06
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-07
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-08
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-09
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-10
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-11
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-12
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-13
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-14
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-15
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-16
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-17
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-18
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-19
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-20
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-21
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-22
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-23
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-24
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-25
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-26
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-27
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-28
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-29
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-30
W-A-07,"Well unable to flow - LMV, SSV, and Crown Valve jammed open suspected due to storm choke shoot out",2019-08-31
W-A-07,Well Quit. Gas lift optimization,2019-09-22
W-A-07,Well Quit. Gas lift optimization,2019-09-25
W-A-07,Well Quit. Gas lift optimization,2019-09-30
W-A-07,Well quit,2019-12-06
W-A-07,Well quit,2019-12-30
W-A-07,GL optimization - increased gas lift from 15km3/d to 20km3/d after found flow unstable,2019-11-17
W-A-07,DLA ESD due to LSIH-1110 triggered due to faulty switch.,2020-01-09
W-A-07,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-A-07,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-25
W-A-07,DLA on SIPROD mode experience ESD-(P) due to PSL 1130 triggered. (SIPROD MODE) suspected out of callibration,2020-02-01
W-A-07,DLA on SIPROD mode experience ESD due to LSHH 1120 KO drum triggered. KO pump did not start once reach set level due to level transmitter malfunction.,2020-02-11
W-A-07,DLA on SIPROD mode experience ESD due to PSHH1110 test separator triggered. Pressure switch malfunction ,2020-02-13
W-A-07,DLA ESD (SIPROD MODE) due to PZT_A19_HL HILO pilot switch activated due to switch faulty,2020-03-03
W-A-07,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-A-07,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-A-07,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-A-07,GCM3 tripped on LPC discharge pressure H-H during pig retrieval. Discharge pressure caused by high suction pressure. (cascading impact from PIG stuck),2020-04-21
W-A-07,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-A-07,Found well quit. Kick off and resume flow.,2020-05-13
W-A-07,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-A-07,"Manually shutdown GCM3 to close high GLOC finding (replaced 2"" 600# ball valve bypass line suction V-2480) ",2020-06-06
W-A-07,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-A-07,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-A-07,Dulang experienced power failure due to both TG630 and TG634 tripped on Engine Flame Out. Actual diesel consumption is high due to several interruption on same day. Found day tank level is only at 10%. Operation personnel work out to fill up the diesel day tank and resume production.,2020-06-25
W-A-07,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-A-07,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-26
W-A-07,Well Quit.,2020-08-12
W-A-07,GCM2 SD due to lube oil tank level low. Lube oil leak.,2020-08-14
W-A-07,GCM2 SD due to lube oil tank level low. Lube oil leak.,2020-08-15
W-A-07,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-A-07,GCM3 tripped on Bleed valve actuator fault due to hot air released from the injectors and torch that caused electronic high temperature at actuator.,2020-08-25
W-A-07,Manually SD GCM3 to troubleshoot hot air release at engine side.,2020-08-26
W-A-07,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-A-07,Manually SD GCM3 to troubleshoot hot air release at engine side.,2020-08-28
W-A-07,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-A-07,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-A-07,Well Quit. ,2020-09-02
W-A-07,Well Quit. ,2020-09-03
W-A-07,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-28
W-A-07,"Dulang experienced PSD due to LSHH-6041 triggered as a result of liquid carry over from V585 (to KO drum) due to no discharge at PWTS pump. Upon investigation, suspected no discharge at pump due to air lock caused by back pressure from V586 due to check valve passing",2020-11-17
W-A-07,Well Quit,2022-04-30
W-C-27L,Well quit suspected due to insufficient gas lift header pressure (7900kPa vs 8700kPa),2019-02-04
W-C-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-12
W-C-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-19
W-C-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-20
W-C-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-21
W-C-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-22
W-C-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-25
W-C-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-26
W-C-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-27
W-C-27L,Well Quit. Gas lift optimization,2019-09-20
W-C-27L,Well Quit,2019-10-16
W-C-27L,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-15
W-C-27L,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-19
W-C-27L,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-C-27L,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-C-27L,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-C-27L,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-C-27L,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-C-27L,Well quit,2020-04-12
W-C-27L,GCM3 tripped due to FG to GCM3 temperature low caused by HX6061 controller/PLC problem.,2020-04-30
W-C-27L,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-C-27L,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",2020-05-12
W-C-27L,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,2020-05-14
W-C-27L,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-C-27L,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-C-27L,"DLC experienced process shutdown due to PSHH-1130 triggered in view of sudden pressure from venting activity during depressurization of receiver barrel. Uncontrolled opening of the globe valve, coupled with no pressure indication at DCS for monitoring, are found to be the root cause.",2020-06-22
W-C-27L,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-C-27L,Dulang experienced power failure due to both TG630 and TG634 tripped on Engine Flame Out. Actual diesel consumption is high due to several interruption on same day. Found day tank level is only at 10%. Operation personnel work out to fill up the diesel day tank and resume production.,2020-06-25
W-C-27L,"GCM3 shutdown due to low fuel gas temperature. Low temperature not genuine. Upon investigation, RTD cable found loose at heater HX-6061. Rectification complete and BOL.",2020-06-27
W-C-27L,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-13
W-C-27L,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-14
W-C-27L,Well quit. Kick off and resume flowing.,2020-07-16
W-C-27L,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-C-27L,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-25
W-C-27L,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-26
W-C-27L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-C-27L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-C-27L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-C-27L,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-28
W-C-27L,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-29
W-C-27L,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-30
W-C-27L,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-01
W-C-27L,"DLC experienced shutdown due to ""ESD activated at DLB"" signal. Upon investigation, signal is not genuine. Suspected communication loss due to loose termination.",2020-11-02
W-C-27L,"DLC experienced ESD and power failure due to ""RIGFIRE"" alarm. Upon investigation, found JBF-113 cable loose. Cable replaced and all termination at JBF-113 was retightened.",2020-11-17
W-C-27L,"DLC wells tripped due to instrument air pressure low triggered. Upon troubleshooting, found sequence valve for inlet air dryer tower B intermittent open. Rectified and BOL well.",2020-12-26
W-C-27L,Well unable to flow due to lifting issue.,2021-11-01
W-C-27L,Well unable to flow due to lifting issue.,2021-11-02
W-C-27L,Well unable to flow due to lifting issue.,2021-11-04
W-C-27L,Well unable to flow due to lifting issue.,2021-11-05
W-C-27L,Well unable to flow due to lifting issue.,2021-11-08
W-C-27L,Well unable to flow due to lifting issue.,2021-11-09
W-C-27L,Well unable to flow due to lifting issue.,2021-11-10
W-C-27L,Well unable to flow due to lifting issue.,2021-11-12
W-C-27L,Well unable to flow due to lifting issue.,2021-11-13
W-C-27L,Well unable to flow due to lifting issue.,2021-11-14
W-C-27L,Well unable to flow due to lifting issue.,2021-11-15
W-C-27L,Well unable to flow due to lifting issue.,2021-11-16
W-C-27L,Well unable to flow due to lifting issue.,2021-11-17
W-C-27L,Well unable to flow due to lifting issue.,2021-11-18
W-C-27L,Well unable to flow due to lifting issue.,2021-11-19
W-C-27L,Well unable to flow due to lifting issue.,2021-11-20
W-C-27L,Well unable to flow due to lifting issue.,2021-11-21
W-C-27L,Well unable to flow due to lifting issue.,2021-11-22
W-C-27L,Well unable to flow due to lifting issue.,2021-11-23
W-C-27L,Well unable to flow due to lifting issue.,2021-11-24
W-C-27L,Well unable to flow due to lifting issue.,2021-11-25
W-C-27L,Well unable to flow due to lifting issue.,2021-11-26
W-C-27L,Well unable to flow due to lifting issue.,2021-11-27
W-C-27L,Well unable to flow due to lifting issue.,2021-11-28
W-C-27L,Well unable to flow due to lifting issue.,2021-11-29
W-C-27L,Well unable to flow due to lifting issue.,2021-11-30
W-C-27L,Well unable to flow due to lifting issue.,2021-12-01
W-C-27L,Well unable to flow due to lifting issue.,2021-12-02
W-C-27L,Well unable to flow due to lifting issue.,2021-12-03
W-C-27L,Well unable to flow due to lifting issue.,2021-12-04
W-C-27L,Well unable to flow due to lifting issue.,2021-12-05
W-C-27L,Well unable to flow due to lifting issue.,2021-12-06
W-C-27L,Well unable to flow due to lifting issue.,2021-12-07
W-C-27L,Well unable to flow due to lifting issue.,2021-12-08
W-C-27L,Well unable to flow due to lifting issue.,2021-12-09
W-C-27L,Well unable to flow due to lifting issue.,2021-12-10
W-C-27L,Well unable to flow due to lifting issue.,2021-12-11
W-C-27L,Well unable to flow due to lifting issue.,2021-12-12
W-C-27L,Well unable to flow due to lifting issue.,2021-12-13
W-C-27L,Well unable to flow due to lifting issue.,2021-12-14
W-C-27L,Well unable to flow due to lifting issue.,2021-12-15
W-C-27L,Well unable to flow due to lifting issue.,2021-12-16
W-C-27L,Well unable to flow due to lifting issue.,2021-12-17
W-C-27L,Well unable to flow due to lifting issue.,2021-12-18
W-C-27L,Well unable to flow due to lifting issue.,2021-12-19
W-C-27L,Well unable to flow due to lifting issue.,2021-12-20
W-C-27L,Well unable to flow due to lifting issue.,2021-12-21
W-C-27L,Well unable to flow due to lifting issue.,2021-12-22
W-C-27L,Well unable to flow due to lifting issue.,2021-12-23
W-C-27L,Well unable to flow due to lifting issue.,2021-12-24
W-C-27L,Well unable to flow due to lifting issue.,2021-12-25
W-C-27L,Well unable to flow due to lifting issue.,2021-12-26
W-C-27L,Well unable to flow due to lifting issue.,2021-12-27
W-C-27L,Well unable to flow due to lifting issue.,2021-12-28
W-C-27L,Well unable to flow due to lifting issue.,2021-12-29
W-C-27L,Well unable to flow due to lifting issue.,2021-12-30
W-C-27L,Well unable to flow due to lifting issue.,2021-12-31
W-C-27L,Well quit,2022-08-09
W-C-27L,Well quit,2022-08-09
W-B-21L,Well quit-kick off-gassing,2019-01-05
W-B-21L,Well quit - apply gas lift,2019-03-29
W-B-21L,Shut in well due to SSV passing and unable to test ScSSV (P1). SSV rectified and well resume flowing.,2020-01-12
W-B-21L,Shut in well due to SSV passing and unable to test ScSSV (P1). SSV rectified and well resume flowing.,2020-01-13
W-B-21L,Shut in well due to SSV passing and unable to test ScSSV (P1). SSV rectified and well resume flowing.,2020-01-14
W-B-21L,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-B-21L,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-B-21L,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-B-21L,DLB Power failure due to TG632 tripped on Engine Flame out detected by high fuel flow alarm. Diesel fuel filter was found clogged. ,2020-03-31
W-B-21L,Shut in well for water handling and control EDQ,2020-04-01
W-B-21L,Shut in well for water handling and control EDQ,2020-04-02
W-B-21L,Shut in well for water handling and control EDQ,2020-04-03
W-B-21L,Shut in well for water handling and control EDQ,2020-04-04
W-B-21L,Shut in well for water handling and control EDQ,2020-04-05
W-B-21L,Shut in well for water handling and control EDQ,2020-04-06
W-B-21L,Shut in well for water handling and control EDQ,2020-04-07
W-B-21L,Shut in well for water handling and control EDQ,2020-04-08
W-B-21L,Shut in well for water handling and control EDQ,2020-04-09
W-B-21L,Shut in well for water handling and control EDQ,2020-04-10
W-B-21L,Shut in well for water handling and control EDQ,2020-04-11
W-B-21L,Shut in well for water handling and control EDQ,2020-04-12
W-B-21L,Shut in well for water handling and control EDQ,2020-04-13
W-B-21L,Shut in well for water handling and control EDQ,2020-04-14
W-B-21L,Shut in well for water handling and control EDQ,2020-04-15
W-B-21L,Shut in well for water handling and control EDQ,2020-04-16
W-B-21L,Shut in well for water handling and control EDQ,2020-04-17
W-B-21L,Shut in well for water handling and control EDQ,2020-04-18
W-B-21L,Shut in well for water handling and control EDQ,2020-04-19
W-B-21L,Shut in well for water handling and control EDQ,2020-04-20
W-B-21L,Shut in well for water handling and control EDQ,2020-04-21
W-B-21L,Shut in well for water handling and control EDQ,2020-04-22
W-B-21L,Shut in well for water handling and control EDQ,2020-04-23
W-B-21L,Shut in well for water handling and control EDQ,2020-04-24
W-B-21L,Shut in well for water handling and control EDQ,2020-04-25
W-B-21L,Shut in well for water handling and control EDQ,2020-04-26
W-B-21L,Shut in well for water handling and control EDQ,2020-04-27
W-B-21L,Shut in well for water handling and control EDQ,2020-04-28
W-B-21L,Shut in well for water handling and control EDQ,2020-04-29
W-B-21L,Shut in well for water handling and control EDQ,2020-04-30
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-01
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-02
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-03
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-04
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-05
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-06
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-07
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-08
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-09
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-10
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-11
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-12
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-13
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-14
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-15
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-16
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-17
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-18
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-19
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-20
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-21
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-22
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-23
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-24
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-25
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-26
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-27
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-28
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-29
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-30
W-B-21L,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,2020-05-31
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-01
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-02
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-03
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-04
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-05
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-06
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-07
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-08
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-09
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-10
W-B-21L,Shut in well post CTU suspended due to tubing parted. Conduct APD and found tubing leak above top packer. To conduct WLD + set packoff after CTU at DLB complete.,2020-06-11
