PLATFORM,WELL ORI,WELL,POTENTIAL (bbl/d),OPNS DATE,DOWNTIME,DESCRIPTION,CPL CODE,TYPE CODE,CAT CODE,PRIM CODE,SEC CODE,START DATE,END DATE,,,
Dulang,DULG-C009-LS,W-C-09L,152.99,21-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,21-Mar-19,21-Mar-19,,,
Dulang,DULG-C009-LS,W-C-09L,152.99,22-Mar-19,7,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,22-Mar-19,22-Mar-19,,,
Dulang,DULG-C009-LS,W-C-09L,152.99,26-Mar-19,10,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,26-Mar-19,26-Mar-19,,,
Dulang,DULG-C009-LS,W-C-09L,152.99,27-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,27-Mar-19,27-Mar-19,,,
Dulang,DULG-C009-LS,W-C-09L,152.99,28-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,28-Mar-19,28-Mar-19,,,
Dulang,DULG-C009-LS,W-C-09L,152.99,29-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,29-Mar-19,29-Mar-19,,,
Dulang,DULG-C009-LS,W-C-09L,152.99,30-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,30-Mar-19,30-Mar-19,,,
Dulang,DULG-C009-LS,W-C-09L,152.99,31-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,31-Mar-19,31-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,12-Mar-19,23,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,12-Mar-19,12-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,13-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,13-Mar-19,13-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,14-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,14-Mar-19,14-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,15-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,15-Mar-19,15-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,16-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,16-Mar-19,16-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,17-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,17-Mar-19,17-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,20-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,20-Mar-19,20-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,21-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,21-Mar-19,21-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,22-Mar-19,6,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,22-Mar-19,22-Mar-19,,,
Dulang,DULG-C009-SS,W-C-09S,269.88,23-Mar-19,2,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,23-Mar-19,23-Mar-19,,,
Dulang,DULG-C013-TS,W-C-13,269.88,12-Mar-19,20,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,12-Mar-19,12-Mar-19,,,
Dulang,DULG-C013-TS,W-C-13,269.88,13-Mar-19,13,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,13-Mar-19,13-Mar-19,,,
Dulang,DULG-C013-TS,W-C-13,269.88,15-Mar-19,2,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,15-Mar-19,15-Mar-19,,,
Dulang,DULG-C013-TS,W-C-13,269.88,16-Mar-19,4,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,16-Mar-19,16-Mar-19,,,
Dulang,DULG-C013-TS,W-C-13,269.88,17-Mar-19,9,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,17-Mar-19,17-Mar-19,,,
Dulang,DULG-C013-TS,W-C-13,269.88,20-Mar-19,2,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,20-Mar-19,20-Mar-19,,,
Dulang,DULG-C013-TS,W-C-13,269.88,23-Mar-19,2,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,23-Mar-19,23-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,10-Mar-19,7,Well quit,I,U,W,C,P,10-Mar-19,10-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,12-Mar-19,23,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,12-Mar-19,12-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,13-Mar-19,23,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,13-Mar-19,13-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,14-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,14-Mar-19,14-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,15-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,15-Mar-19,15-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,16-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,16-Mar-19,16-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,17-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,17-Mar-19,17-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,20-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,20-Mar-19,20-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,21-Mar-19,3,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,21-Mar-19,21-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,22-Mar-19,14,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,22-Mar-19,22-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,24-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,24-Mar-19,24-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,25-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,25-Mar-19,25-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,26-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,26-Mar-19,26-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,27-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,27-Mar-19,27-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,28-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,28-Mar-19,28-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,29-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,29-Mar-19,29-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,30-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,30-Mar-19,30-Mar-19,,,
Dulang,DULG-C018-LS,W-C-18L,137.69,31-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,31-Mar-19,31-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,7-Mar-19,4,Well quit,I,U,W,C,P,7-Mar-19,7-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,12-Mar-19,22,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,12-Mar-19,12-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,13-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,13-Mar-19,13-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,20-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,20-Mar-19,20-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,21-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,21-Mar-19,21-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,22-Mar-19,6,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,22-Mar-19,22-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,23-Mar-19,2,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,23-Mar-19,23-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,28-Mar-19,16,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,28-Mar-19,28-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,29-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,29-Mar-19,29-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,30-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,30-Mar-19,30-Mar-19,,,
Dulang,DULG-C018-SS,W-C-18S,51.56,31-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,31-Mar-19,31-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,12-Mar-19,23,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,12-Mar-19,12-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,13-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,13-Mar-19,13-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,14-Mar-19,15,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,14-Mar-19,14-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,15-Mar-19,9,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,15-Mar-19,15-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,16-Mar-19,9,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,16-Mar-19,16-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,17-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,17-Mar-19,17-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,20-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,20-Mar-19,20-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,22-Mar-19,12,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,22-Mar-19,22-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,23-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,23-Mar-19,23-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,24-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,24-Mar-19,24-Mar-19,,,
Dulang,DULG-C022S02-TS,W-C-22S,305.86,25-Mar-19,9,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,25-Mar-19,25-Mar-19,,,
Dulang,DULG-C025W01-LS,W-C-25,329.22,12-Mar-19,9,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,12-Mar-19,12-Mar-19,,,
Dulang,DULG-C025W01-LS,W-C-25,329.22,20-Mar-19,5,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,20-Mar-19,20-Mar-19,,,
Dulang,DULG-C025W01-LS,W-C-25,329.22,29-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,29-Mar-19,29-Mar-19,,,
Dulang,DULG-C025W01-LS,W-C-25,329.22,30-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,30-Mar-19,30-Mar-19,,,
Dulang,DULG-C025W01-LS,W-C-25,329.22,31-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,31-Mar-19,31-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,12-Mar-19,20,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,12-Mar-19,12-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,13-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,13-Mar-19,13-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,15-Mar-19,16,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,15-Mar-19,15-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,16-Mar-19,4,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,16-Mar-19,16-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,20-Mar-19,10,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,20-Mar-19,20-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,21-Mar-19,8,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,21-Mar-19,21-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,22-Mar-19,7,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,22-Mar-19,22-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,24-Mar-19,5,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,24-Mar-19,24-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,25-Mar-19,15,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,25-Mar-19,25-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,26-Mar-19,22,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,26-Mar-19,26-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,27-Mar-19,22,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,27-Mar-19,27-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,28-Mar-19,23,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,28-Mar-19,28-Mar-19,,,
Dulang,DULG-C025W01-SS,W-C-25,271.12,31-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,31-Mar-19,31-Mar-19,,,
Dulang,DULG-C027-LS,W-C-27L,202.32,12-Mar-19,23,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,12-Mar-19,12-Mar-19,,,
Dulang,DULG-C027-LS,W-C-27L,202.32,19-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,19-Mar-19,19-Mar-19,,,
Dulang,DULG-C027-LS,W-C-27L,202.32,20-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,20-Mar-19,20-Mar-19,,,
Dulang,DULG-C027-LS,W-C-27L,202.32,21-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,21-Mar-19,21-Mar-19,,,
Dulang,DULG-C027-LS,W-C-27L,202.32,22-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,22-Mar-19,22-Mar-19,,,
Dulang,DULG-C027-LS,W-C-27L,202.32,25-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,25-Mar-19,25-Mar-19,,,
Dulang,DULG-C027-LS,W-C-27L,202.32,26-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,26-Mar-19,26-Mar-19,,,
Dulang,DULG-C027-LS,W-C-27L,202.32,27-Mar-19,7,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,27-Mar-19,27-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,9-Mar-19,7,Well quit,I,U,W,C,P,9-Mar-19,9-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,23-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,23-Mar-19,23-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,24-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,24-Mar-19,24-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,25-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,25-Mar-19,25-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,26-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,26-Mar-19,26-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,27-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,27-Mar-19,27-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,28-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,28-Mar-19,28-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,29-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,29-Mar-19,29-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,30-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,30-Mar-19,30-Mar-19,,,
Dulang,DULG-C027-SS,W-C-27S,181.58,31-Mar-19,24,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,31-Mar-19,31-Mar-19,,,
Dulang,DULG-C029-TS,W-C-29,336.75,12-Mar-19,22,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,12-Mar-19,12-Mar-19,,,
Dulang,DULG-C029-TS,W-C-29,336.75,13-Mar-19,23,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",I,U,W,A,D,13-Mar-19,13-Mar-19,,,
